Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Deputy clerk - Pre-Court - Portsmouth,Full-Time (Salaried),Portsmouth,2023-02-28T12:00:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-portsmouth-portsmouth-virginia-united-states,2023-02-26
Customer Advocate (Agency Employees Only),Full-Time (Salaried),"Arlington
  Charlottesville
  Fredericksburg
  Henrico
  Prince William
  Staunton
  Waynesboro

            Arlington
  Charlottesville
  Fredericksburg",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/customer-advocate-agency-employees-only-richmond-virginia-united-states,2023-02-26
Human Resources Consultant Sr,Full-Time (Salaried),"Roanoke
  Roanoke County
  Salem",2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/human-resources-consultant-sr-roanoke-virginia-united-states-roanoke-county-salem,2023-02-26
Maintenance Crew Leader,Full-Time (Salaried),Fairfax County,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-leader-fairfax-county-virginia-united-states,2023-02-26
Sr. IT Auditor - Internal,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/sr-it-auditor-internal-richmond-virginia-united-states,2023-02-26
Assistant District Bridge Design Engineer,Full-Time (Salaried),Staunton,2023-03-08T00:00:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/assistant-district-bridge-engineer-staunton-virginia-united-states,2023-02-26
Federal Aid and Grants Manager,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/federal-aid-and-grants-manager-henrico-virginia-united-states,2023-02-26
Environmental Health Specialist,Full-Time (Salaried),"Essex
  Gloucester
  King & Queen
  King William
  Lancaster
  Mathews
  Middlesex
  Northumberland
  Richmond County
  Westmoreland

            Essex
  Gloucester
  King & Queen",2023-03-01T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-essex-virginia-united-states-gloucester-king-queen-king-william-lancaster-mathews-middlesex-northumberland-richmond-county-45d9fc56-e996-4061-a2d7-a5168a120c8f,2023-02-26
Environmental Health Specialist,Full-Time (Salaried),"Essex
  Gloucester
  King & Queen
  King William
  Lancaster
  Mathews
  Middlesex
  Northumberland
  Richmond County
  Westmoreland

            Essex
  Gloucester
  King & Queen",2023-03-01T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-essex-virginia-united-states-gloucester-king-queen-king-william-lancaster-mathews-middlesex-northumberland-richmond-county-westmoreland,2023-02-26
DPB Associate Director,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Planning and Budget,https://www.jobs.virginia.gov/jobs/dpb-associate-director-richmond-virginia-united-states,2023-02-26
Probation Officer,Full-Time (Salaried),Alexandria,2023-03-08T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-alexandria-virginia-united-states,2023-02-26
Communications Technician,Full-Time (Salaried),North Chesterfield,2023-02-27T23:55:00Z,Department of State Police,https://www.jobs.virginia.gov/jobs/communications-technician-virginia-united-states-lancaster-lee-loudoun-county-louisa-lunenburg-lynchburg-madison-manassas-manassas-park-martinsville-mathe-9bde3ef7-96c1-4bf3-90ec-7b0205420ee2,2023-02-26
"Senior Bridge Engineer, Safety Inspection – Lynchburg District",Full-Time (Salaried),Lynchburg,2023-03-31T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/senior-bridge-engineer-safety-inspection-lynchburg-district-lynchburg-virginia-united-states,2023-02-26
Maintenance Operator - NOVA Maintenance Specialty Crew - Fairfax,Full-Time (Salaried),Fairfax County,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-nova-maintenance-specialty-crew-fairfax-fairfax-county-virginia-united-states,2023-02-26
Accountant,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/accountant-richmond-virginia-united-states-f8a69b37-4188-4807-ba5b-a49db80a577a,2023-02-26
Highway Maintenance Supervisor,Full-Time (Salaried),Albemarle County,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-supervisor-albemarle-county-virginia-united-states,2023-02-26
Environmental Health Specialist I,Full-Time (Salaried),Fredericksburg,2023-03-03T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-i-fredericksburg-virginia-united-states,2023-02-26
DMV Customer Service Center Assistant Manager,Full-Time (Salaried),Williamsburg,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-assistant-manager-williamsburg-virginia-united-states,2023-02-26
Project Specialist Senior -Project Manager Location and Design,Full-Time (Salaried),Salem,2023-03-07T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/project-specialist-senior-project-manager-location-and-design-salem-virginia-united-states,2023-02-26
"Investigator, Tobacco Enforcement Section (OAG00422)- Northern Virginia",Full-Time (Salaried),Fairfax,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/investigator-tobacco-enforcement-section-oag00422-northern-virginia-fairfax-virginia-united-states,2023-02-26
Director of Community Engagement (Marketing & Admissions),Full-Time (Salaried),Roanoke,2023-03-10T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/director-of-community-engagement-marketing-admissions-roanoke-virginia-united-states,2023-02-26
Receiver/Delivery Driver - Ft. Belvoir VIB Base Supply Store - #BVIIS175,Full-Time (Salaried),Fairfax County,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/receiver-delivery-driver-ft-belvoir-vib-base-supply-store-bviis175-fairfax-county-virginia-united-states,2023-02-26
Resource Specialist -South Hill,Full-Time (Salaried),Mecklenburg,2023-03-07T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/resource-specialist-south-hill-mecklenburg-virginia-united-states,2023-02-26
Executive Secretary: Buckingham Correctional Center #00004,Full-Time (Salaried),Buckingham,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/executive-secretary-buckingham-correctional-center-00004-buckingham-virginia-united-states,2023-02-26
Talent Acquisition Specialist,Full-Time (Salaried),Suffolk,2023-03-05T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/talent-acquisition-specialist-suffolk-virginia-united-states,2023-02-26
Highway Maintenance Crew Member,Full-Time (Salaried),Louisa,2023-03-07T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-crew-member-louisa-virginia-united-states,2023-02-26
Area Forester-Southern Rivers District,Full-Time (Salaried),Halifax,2023-03-08T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/area-forester-southern-rivers-district-halifax-virginia-united-states,2023-02-26
Office Services Specialist,Full-Time (Salaried),Chesterfield,2023-03-06T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/office-services-specialist-chesterfield-virginia-united-states,2023-02-26
Buyer Specialist,Full-Time (Salaried),Richmond,2023-03-02T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/buyer-specialist-richmond-virginia-united-states,2023-02-26
"Benefits Claims Specialist - Roanoke, VA",Full-Time (Salaried),Roanoke,2023-03-07T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/benefits-claims-specialist-roanoke-va-roanoke-virginia-united-states-c00f5d3e-3080-47d3-9c5a-d33c252eb097,2023-02-26
"Benefits Claims Specialist - Roanoke, VA",Full-Time (Salaried),Roanoke,2023-03-07T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/benefits-claims-specialist-roanoke-va-roanoke-virginia-united-states,2023-02-26
Accounts Payable Technician - AF056,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/accounts-payable-technician-af056-richmond-virginia-united-states,2023-02-26
"IT Service Delivery Manager, Position No. 03299",Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/it-service-delivery-manager-position-no-03299-richmond-virginia-united-states,2023-02-26
Veteran Employment Specialist (VES),Full-Time (Salaried),"Chesapeake
  Hampton
  Norfolk
  Virginia Beach

            Chesapeake
  Hampton
  Norfolk",2023-03-05T23:55:00Z,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/veteran-employment-specialist-ves-chesapeake-virginia-united-states-hampton-norfolk-virginia-beach,2023-02-26
CO - P0077 - Talent Management Specialist,Full-Time (Salaried),Richmond,2023-02-27T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p0077-talent-management-specialist-richmond-virginia-united-states,2023-02-26
Auditor,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/auditor-richmond-virginia-united-states-e3aa5a27-1eda-410c-9085-2d3de55262c9,2023-02-26
Counseling Center Retirement Counseling Representative (Hybrid),Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/counseling-center-retirement-counseling-representative-hybrid-richmond-virginia-united-states,2023-02-26
Software/Systems Administrator,Full-Time (Salaried),"Williamsburg
  York",2023-03-02T23:55:00Z,Jamestown-Yorktown Foundation,https://www.jobs.virginia.gov/jobs/software-systems-administrator-williamsburg-virginia-united-states-york,2023-02-26
Online Assistance Representative (Remote),Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/online-assistance-representative-remote-richmond-virginia-united-states,2023-02-26
Senior Roadway Design Engineer,Full-Time (Salaried),Richmond,2023-03-21T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/senior-roadway-design-engineer-richmond-virginia-united-states,2023-02-26
Data Specialist,Full-Time (Salaried),Hampton,2023-03-19T12:00:00Z,Marine Resources Commission,https://www.jobs.virginia.gov/jobs/data-specialist-hampton-virginia-united-states,2023-02-26
Seafood Dealer Specialist,Full-Time (Salaried),Hampton,2023-03-19T12:00:00Z,Marine Resources Commission,https://www.jobs.virginia.gov/jobs/seafood-dealer-specialist-hampton-virginia-united-states,2023-02-26
School Safety Manager,Full-Time (Salaried),Chesterfield,NA,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/school-safety-manager-chesterfield-virginia-united-states,2023-02-26
Fiscal Technician,Full-Time (Salaried),"Rockbridge County
  Shenandoah
  Staunton
  Waynesboro

            Rockbridge County
  Shenandoah
  Staunton",2023-04-21T23:55:00Z,Frontier Culture Museum of VA,https://www.jobs.virginia.gov/jobs/fiscal-technician-rockbridge-county-virginia-united-states-shenandoah-staunton-waynesboro,2023-02-26
Payment Processing Supervisor,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/payment-processing-supervisor-richmond-virginia-united-states,2023-02-26
Early Childhood Data and Research Analyst,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/early-childhood-data-and-research-analyst-richmond-virginia-united-states,2023-02-26
Deputy Clerk - Spotsylvania,Full-Time (Salaried),Spotsylvania,2023-03-03T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-spotsylvania-spotsylvania-virginia-united-states-afb987d4-b689-4d61-8599-9ef28f98be55,2023-02-26
Food Operations Assistant Director: Fluvanna Correctional Center #00100,Full-Time (Salaried),Fluvanna,2023-02-28T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-director-fluvanna-correctional-center-00100-fluvanna-virginia-united-states,2023-02-26
Financial Services Director,Full-Time (Salaried),Henrico,2023-02-26T23:55:00Z,Dept of Prof & Occup Reg,https://www.jobs.virginia.gov/jobs/financial-services-director-henrico-virginia-united-states,2023-02-26
Park Ranger Maintenance - Kiptopeke State Park,Full-Time (Salaried),Northampton,2023-03-06T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/park-ranger-maintenance-kiptopeke-state-park-northampton-virginia-united-states,2023-02-26
Chief Ranger Law Enforcement - Belle Isle State Park,Full-Time (Salaried),Lancaster,2023-03-08T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/chief-ranger-law-enforcement-belle-isle-state-park-lancaster-virginia-united-states,2023-02-26
Defined Contribution Plans Administration and Services Supervisor (Hybrid),Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/defined-contribution-plans-administration-and-services-supervisor-hybrid-richmond-virginia-united-states,2023-02-26
Agriculture and Foreign Labor Specialist,Full-Time (Salaried),"Amelia
  Appomattox
  Brunswick
  Cumberland
  Emporia
  Greensville
  Henrico
  Lunenburg
  Mecklenburg
  Nottoway
  Powhatan
  Prince Edward

            Amelia
  Appomattox
  Brunswick",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/agriculture-and-foreign-labor-specialist-emporia-virginia-united-states,2023-02-26
Deputy Clerk - Accomack,Full-Time (Salaried),Accomac,2023-03-03T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-accomack-accomac-virginia-united-states,2023-02-26
"Regional Marketing Specialist (food, agricultural and forest products)",Full-Time (Salaried),Wythe,2023-03-24T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/regional-marketing-specialist-food-agricultural-and-forest-products-wythe-virginia-united-states,2023-02-26
Grants Specialist,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/grants-specialist-richmond-virginia-united-states,2023-02-26
Director of Rehabilitation Teaching and Independent Living - #BVI00017,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/director-of-rehabilitation-teaching-and-independent-living-bvi00017-henrico-virginia-united-states,2023-02-26
Braille Transcriber - #BVI00182,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/braille-transcriber-bvi00182-henrico-virginia-united-states,2023-02-26
"Support Enforcement Specialist - Winchester, (W1222)",Full-Time (Salaried),Winchester,2023-02-27T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-winchester-w1222-winchester-virginia-united-states,2023-02-26
"Program Support Technician - Richmond, W1939",Full-Time (Salaried),Henrico,2023-02-27T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-support-technician-richmond-w1939-henrico-virginia-united-states,2023-02-26
Human Services Manager - #ARS00005,Full-Time (Salaried),Charlottesville,2023-02-27T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/human-services-manager-ars00005-charlottesville-virginia-united-states,2023-02-26
Reemployment Services and Eligibility Assessment (RESEA) Specialist,Full-Time (Salaried),"Accomac
  Augusta County
  Bristol
  Charlottesville
  Covington
  Danville
  Emporia
  Galax
  Northampton
  South Boston
  Tazewell
  Wythe

            Accomac
  Augusta County
  Bristol",2023-02-26T23:55:00Z,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/reemployment-services-and-eligibility-assessment-resea-specialist-accomac-virginia-united-states-augusta-county-bristol-charlottesville-covington-danville-emporia-galax-northampton-south-bost,2023-02-26
Field Supervisor #W1293 (Newport News),Full-Time (Salaried),Newport News,2023-02-27T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/field-supervisor-w1293-newport-news-newport-news-virginia-united-states,2023-02-26
Cabinet Making Teacher: Greensville Correctional Center #ED023,Full-Time (Salaried),Greensville,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cabinet-making-teacher-greensville-correctional-center-ed023-greensville-virginia-united-states,2023-02-26
Deputy Chief Probation Officer (Probation Supervisor): Voice Verification/Biometric Unit - #00609,Full-Time (Salaried),Powhatan,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/deputy-chief-probation-officer-probation-supervisor-voice-verification-biometric-unit-00609-powhatan-virginia-united-states,2023-02-26
Postal Assistant: Haynesville Correctional Complex #00349,Full-Time (Salaried),Richmond County,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/postal-assistant-haynesville-correctional-complex-00349-richmond-county-virginia-united-states,2023-02-26
Program Support Technician (Human Resources): St. Brides Correctional Center #00438,Full-Time (Salaried),Chesapeake,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-human-resources-st-brides-correctional-center-00438-chesapeake-virginia-united-states,2023-02-26
Plumbing/Pipefitting Teacher: St. Brides Correctional Center #ED013,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/plumbing-pipefitting-teacher-st-brides-correctional-center-ed013-chesapeake-virginia-united-states,2023-02-26
Probation Officer: P&P District #5/Gloucester #P0509,Full-Time (Salaried),Gloucester,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-5-gloucester-p0509-gloucester-virginia-united-states,2023-02-26
Fish Culturist,Full-Time (Salaried),Bath,2023-03-03T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/fish-culturist-bath-virginia-united-states,2023-02-26
Program Support Technician 00724,Full-Time (Salaried),Richmond,2023-02-28T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/program-support-technician-00724-richmond-virginia-united-states,2023-02-26
Chief Financial Officer - #ARS00646,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/chief-financial-officer-ars00646-henrico-virginia-united-states,2023-02-26
ROW Associate,Full-Time (Salaried),Salem,2023-03-02T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/row-associate-salem-virginia-united-states,2023-02-26
Environmental Health Specialist Sr.,Full-Time (Salaried),Culpepper,2023-03-07T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-sr-culpepper-virginia-united-states,2023-02-26
Public Health Nurse (RN),Full-Time (Salaried),Culpepper,2023-03-07T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-rn-culpepper-virginia-united-states,2023-02-26
Program Support Technician 00870,Full-Time (Salaried),Richmond,2023-03-01T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/program-support-technician-00870-richmond-virginia-united-states,2023-02-26
District Wildlife Biologist,Full-Time (Salaried),"Wise, Virginia",2023-03-03T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/district-wildlife-biologist-wise-virginia-virginia-united-states,2023-02-26
District Wildlife Biologist,Full-Time (Salaried),Prince Edward,2023-03-03T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/district-wildlife-biologist-prince-edward-virginia-united-states,2023-02-26
Production Technician: Haynesville Correctional Center #00231,Full-Time (Salaried),Richmond County,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/production-technician-haynesville-correctional-center-00231-richmond-county-virginia-united-states,2023-02-26
Release Engineer #00882: Department of Corrections,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/release-engineer-00882-department-of-corrections-richmond-virginia-united-states,2023-02-26
District Wildlife Biologist,Full-Time (Salaried),Smyth,2023-03-03T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/district-wildlife-biologist-smyth-virginia-united-states,2023-02-26
Probation Officer,Full-Time (Salaried),"Wise, Virginia",2023-03-05T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-wise-virginia-virginia-united-states,2023-02-26
Planning and Reporting Program Manager,Full-Time (Salaried),Richmond,2023-03-02T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/planning-and-reporting-program-manager-richmond-virginia-united-states,2023-02-26
BRRO - P4421 - Stormwater Inspector,Full-Time (Salaried),"Outside of State
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte Court House, Virginia
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke, Virginia
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Fredericksburg
  Galax
  Giles, Virginia
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  North Chesterfield
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Washington
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise, Virginia
  Wythe
  York

            Outside of State
  Accomac
  Albemarle County",2023-03-03T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/brro-p4421-stormwater-inspector-bristol-virginia-united-states-accomac-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-county-bla,2023-02-26
CO - P6038 -  Mitigation Specialist,Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p6038-mitigation-specialist-bristol-virginia-united-states-accomac-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-county-blan,2023-02-26
Attorney - Legal Affairs and Policy,Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/attorney-legal-affairs-and-policy-richmond-virginia-united-states,2023-02-26
Program Management Coordinator,Full-Time (Salaried),,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/program-management-coordinator-bristol-virginia-united-states-ea6c6a3b-255b-4e55-ab4d-3e4a97676646,2023-02-26
Memory Care Activities Assistant,Full-Time (Salaried),Richmond,2023-03-01T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/memory-care-activities-assistant-richmond-virginia-united-states,2023-02-26
Accounting Supervisor: Central Administration #01557,Full-Time (Salaried),Richmond,2023-02-27T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/accounting-supervisor-central-administration-01557-richmond-virginia-united-states,2023-02-26
Website Administrator Sr. #01482: Department of Corrections,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/website-administrator-sr-01482-department-of-corrections-richmond-virginia-united-states,2023-02-26
Casework Counselor: Central Virginia Correctional Unit 13 #13060,Full-Time (Salaried),Chesterfield,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-central-virginia-correctional-unit-13-13060-chesterfield-virginia-united-states-afb81a2e-64a4-42f1-a256-592c6fe029d2,2023-02-26
Fiscal Tech Senior: Nottoway Correctional Center #00645,Full-Time (Salaried),Nottoway,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-tech-senior-nottoway-correctional-center-00645-nottoway-virginia-united-states,2023-02-26
Librarian: Dillwyn Correctional Center #ED004,Full-Time (Salaried),Buckingham,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/librarian-dillwyn-correctional-center-ed004-buckingham-virginia-united-states,2023-02-26
Corrections Sergeant: Coffeewood Correctional Center #00162,Full-Time (Salaried),Culpepper,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-coffeewood-correctional-center-00162-culpepper-virginia-united-states,2023-02-26
Casework Counselor: Beaumont Corr Center #02134,Full-Time (Salaried),Goochland,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-beaumont-corr-center-02134-goochland-virginia-united-states,2023-02-26
Casework Counselor Senior: Beaumont Corr Center #02133,Full-Time (Salaried),Goochland,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-senior-beaumont-corr-center-02133-goochland-virginia-united-states,2023-02-26
Plant Manager: Coffeewood Correctional Center #00122,Full-Time (Salaried),Culpepper,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/plant-manager-coffeewood-correctional-center-00122-culpepper-virginia-united-states,2023-02-26
Office Services Assistant: P&P District #10 Arlington #P1007,Full-Time (Salaried),Arlington,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-p-p-district-10-arlington-p1007-arlington-virginia-united-states,2023-02-26
Office Services Assistant - Human Resources: Fluvanna Correctional Center #00528,Full-Time (Salaried),Fluvanna,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-human-resources-fluvanna-correctional-center-00528-fluvanna-virginia-united-states,2023-02-26
Maintenance Operator-McLean,Full-Time (Salaried),Fairfax County,2023-03-03T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-mclean-fairfax-county-virginia-united-states,2023-02-26
CO - P4078 - Enforcement and Data Quality Coordinator (Environmental Specialist II),Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p4078-enforcement-and-data-quality-coordinator-environmental-specialist-ii-richmond-virginia-united-states,2023-02-26
Federal Funds Manager,Full-Time (Salaried),Richmond,2023-03-02T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/federal-funds-manager-richmond-virginia-united-states,2023-02-26
Business Operations Analyst,Full-Time (Salaried),Richmond,2023-03-03T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/business-operations-analyst-richmond-virginia-united-states,2023-02-26
